,Type,Date,Num,Memo,Name,Item,Qty,U/M,Sales Price,Amount,Balance
,Invoice,6/30/2021,16408,,JAS,16866,1,,150,150,11350
,Invoice,6/30/2021,16408,,JAS,RICOH,1,,150,150,11500
,Invoice,6/30/2021,16408,E215MC60402,JAS,SAVIN,1,,150,150,11650
,Invoice,6/30/2021,16408,,JAS,RICOH,1,,200,200,11850
,Invoice,6/30/2021,16408,E205MC61034,JAS,SAVIN,1,,150,150,12000
,Invoice,7/6/2021,16420,,JAS,16721,1,,1850,1850,13850
,Invoice,7/6/2021,16420,,JAS,16450,1,,1850,1850,15700
,Invoice,7/6/2021,16420,,JAS,16754,1,,150,150,15850
,Invoice,7/6/2021,16420,FINISHER,JAS,RICOH,1,,0,0,15850
,Invoice,7/6/2021,16420,FINISHER,JAS,RICOH,1,,0,0,15850
,Invoice,7/6/2021,16420,,JAS,RICOH,1,,150,150,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,0,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,0,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,0,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,300,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,325,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,350,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,350,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,350,0,16000
,Invoice,7/20/2021,16437,VOID:,JAS,RICOH,0,,50,0,16000
,Invoice,7/27/2021,16452,NO HD,JAS,15920,0,,200,0,16000
,Invoice,7/27/2021,16452,NO HD,JAS,15927,0,,200,0,16000
,Invoice,7/27/2021,16452,VOID:,JAS,16894,0,,200,0,16000
,Invoice,7/27/2021,16452,VOID:,JAS,17236,0,,350,0,16000
,Invoice,7/27/2021,16452,VOID:,JAS,17232,0,,350,0,16000
,Invoice,7/27/2021,16452,VOID:,JAS,16770,0,,350,0,16000
,Invoice,7/27/2021,16452,VOID:,JAS,17234,0,,350,0,16000
,Invoice,7/27/2021,16452,JAMS,JAS,17235,0,,350,0,16000
,Invoice,7/27/2021,16452,S/N G756R610652,JAS,SAVIN,0,,300,0,16000
,Invoice,7/27/2021,16452,S/N G756R510466,JAS,SAVIN,0,,300,0,16000
,Invoice,7/27/2021,16452,S/N E215MC60717,JAS,SAVIN,0,,150,0,16000
,Invoice,7/27/2021,16452,S/N E214R500504,JAS,SAVIN,0,,150,0,16000
,Invoice,8/3/2021,16458,,JAS,17059,1,,300,300,16300
,Invoice,8/3/2021,16458,,JAS,17366,1,,50,50,16350
,Invoice,8/3/2021,16458,,JAS,17367,1,,50,50,16400
,Invoice,8/3/2021,16458,,JAS,17369,1,,50,50,16450
,Invoice,8/3/2021,16458,,JAS,17370,1,,50,50,16500
,Invoice,8/3/2021,16458,,JAS,17371,1,,50,50,16550
,Invoice,8/3/2021,16458,,JAS,17372,1,,50,50,16600
,Invoice,8/3/2021,16458,,JAS,17373,1,,50,50,16650
,Invoice,8/3/2021,16458,,JAS,15851,1,,300,300,16950
,Invoice,8/3/2021,16458,,JAS,17101,1,,300,300,17250
,Invoice,8/3/2021,16458,,JAS,17389,1,,150,150,17400
,Invoice,8/3/2021,16458,NO TONER,JAS,17052,1,,300,300,17700
,Invoice,8/3/2021,16458,NO TONER,JAS,17141,1,,300,300,18000
,Invoice,8/3/2021,16458,NO TONER,JAS,17062,1,,300,300,18300
,Invoice,8/3/2021,16458,,JAS,17057,1,,150,150,18450
,Invoice,8/3/2021,16458,,JAS,17376,1,,150,150,18600
,Invoice,8/3/2021,16458,,JAS,17352,1,,150,150,18750
,Invoice,8/3/2021,16458,,JAS,17368,1,,150,150,18900
,Invoice,8/3/2021,16458,,JAS,17379,1,,50,50,18950
,Invoice,8/3/2021,16458,,JAS,17302,1,,50,50,19000
,Invoice,8/3/2021,16458,,JAS,17364,1,,150,150,19150
,Invoice,8/3/2021,16458,,JAS,17142,1,,300,300,19450
,Invoice,8/3/2021,16458,,JAS,17058,1,,300,300,19750
,Invoice,8/3/2021,16458,NO TONER,JAS,16793,1,,300,300,20050
,Invoice,8/3/2021,16458,,JAS,17312,1,,300,300,20350
,Invoice,8/3/2021,16458,,JAS,17083,1,,300,300,20650
,Invoice,8/3/2021,16458,NO HDD,JAS,15897,1,,200,200,20850
,Invoice,8/3/2021,16458,NO HD,JAS,15916,1,,200,200,21050
,Invoice,8/3/2021,16458,NO HD,JAS,15920,1,,200,200,21250
,Invoice,8/3/2021,16458,NO HD,JAS,15927,1,,200,200,21450
,Invoice,8/3/2021,16458,NO HD,JAS,15931,1,,200,200,21650
,Invoice,8/3/2021,16458,,JAS,16894,1,,200,200,21850
,Invoice,8/3/2021,16458,,JAS,17236,1,,350,350,22200
,Invoice,8/3/2021,16458,,JAS,17232,1,,350,350,22550
,Invoice,8/3/2021,16458,,JAS,16770,1,,350,350,22900
,Invoice,8/3/2021,16458,,JAS,17234,1,,350,350,23250
,Invoice,8/3/2021,16458,JAMS,JAS,17235,1,,350,350,23600
,Invoice,8/3/2021,16458,S/N E215MC60717,JAS,SAVIN,1,,150,150,23750
,Invoice,8/3/2021,16458,S/N E214R500504,JAS,SAVIN,1,,150,150,23900
,Invoice,8/3/2021,16458,NO TONER,JAS,17150,1,,150,150,24050
,Invoice,8/3/2021,16458,,JAS,17542,1,,150,150,24200
,Invoice,8/3/2021,16458,,JAS,17548,1,,150,150,24350
,Invoice,8/3/2021,16458,NO TONER,JAS,17553,1,,150,150,24500
,Invoice,8/3/2021,16458,NO TONER,JAS,17152,1,,150,150,24650
,Invoice,8/3/2021,16458,NO TONER,JAS,17519,1,,150,150,24800
,Invoice,8/3/2021,16458,NO TONER,JAS,17529,1,,150,150,24950
,Invoice,8/3/2021,16458,NO TONER,JAS,17534,1,,150,150,25100
,Invoice,8/3/2021,16458,,JAS,16935,1,,300,300,25400
,Invoice,8/3/2021,16458,NO TONER,JAS,16089,1,,300,300,25700
,Invoice,8/3/2021,16458,NO TONER,JAS,17151,1,,300,300,26000
,Invoice,8/3/2021,16458,NO TONER,JAS,17153,1,,300,300,26300
,Invoice,8/3/2021,16458,NO TONER,JAS,17163,1,,300,300,26600
,Invoice,8/3/2021,16458,NO TONER,JAS,17474,1,,300,300,26900
,Invoice,8/3/2021,16458,NO TONER,JAS,17495,1,,300,300,27200
,Invoice,8/3/2021,16458,NO TONER,JAS,17515,1,,300,300,27500
,Invoice,8/3/2021,16458,NO TONER,JAS,17522,1,,300,300,27800
,Invoice,8/3/2021,16458,,JAS,17528,1,,300,300,28100
,Invoice,8/3/2021,16458,NO TONER,JAS,17539,1,,300,300,28400
,Invoice,8/3/2021,16458,,JAS,17545,1,,300,300,28700
,Invoice,8/3/2021,16458,NO TONER,JAS,17557,1,,300,300,29000
,Invoice,8/3/2021,16458,NO TONER,JAS,17558,1,,300,300,29300
,Invoice,8/3/2021,16458,NO TONER,JAS,17559,1,,300,300,29600
,Invoice,8/3/2021,16458,NO TONER,JAS,17560,1,,300,300,29900
,Invoice,8/3/2021,16458,,JAS,9380,1,,325,325,30225
,Invoice,8/3/2021,16458,NO TONER,JAS,17390,1,,325,325,30550
,Invoice,8/3/2021,16458,NO TONER,JAS,17157,1,,325,325,30875
,Invoice,8/3/2021,16458,NO TONER,JAS,17165,1,,325,325,31200
,Invoice,8/3/2021,16458,,JAS,17527,1,,325,325,31525
,Invoice,8/3/2021,16458,NO TONER,JAS,17538,1,,325,325,31850
,Invoice,8/3/2021,16458,,JAS,17554,1,,325,325,32175
,Invoice,8/3/2021,16458,,JAS,17237,1,,200,200,32375
,Invoice,8/3/2021,16458,,JAS,17238,1,,200,200,32575
,Invoice,8/3/2021,16458,,JAS,17239,1,,200,200,32775
,Invoice,8/3/2021,16458,,JAS,17240,1,,200,200,32975
,Invoice,8/3/2021,16458,,JAS,17241,1,,200,200,33175
,Invoice,8/3/2021,16458,,JAS,17242,1,,200,200,33375
,Invoice,8/3/2021,16458,RT5050/SR5050,JAS,16796,1,,700,700,34075
,Invoice,8/3/2021,16458,,JAS,RICOH,1,,50,50,34125
,Invoice,8/3/2021,16458,,JAS,17540,1,,50,50,34175
,Invoice,8/3/2021,16458,TONER,JAS,CREDIT,15,,-100,-1500,32675
,Invoice,8/3/2021,16458,FINISHER W/16796,JAS,RICOH,1,,0,0,32675
,Invoice,8/3/2021,16458,LCT W/16796,JAS,RICOH,1,,0,0,32675
,Invoice,8/3/2021,16458,SETS OF TONER,JAS,RICOH,13,,0,0,32675
,Invoice,8/3/2021,16458,,JAS,RICOH,1,,150,150,32825
,Invoice,8/3/2021,16458,,JAS,RICOH,1,,150,150,32975
,Invoice,8/3/2021,16458,,JAS,RICOH,1,,325,325,33300
,Invoice,8/3/2021,16458,,JAS,RICOH,1,,325,325,33625
,Invoice,8/3/2021,16458,,JAS,RICOH,1,,325,325,33950
,Invoice,9/9/2021,16520,COLOR CONTROLLER E85  PROC9200 ENTRANCE UNIT  VACUUM FEED LCIT RT5120  VACUUM FEED BANNER SHEET ...,JAS,RICOH,1,,31000,31000,64950
,Invoice,9/9/2021,16521,PACKAGE AS PER ATTACHMENT,JAS,PACKAGE,1,,13500,13500,78450
,Invoice,10/5/2021,16561,"W/SR4100 19400, ECCB FIERY 19399",JAS,19398,0,,700,0,78450
,Invoice,10/5/2021,16561,FIERY W/19398,JAS,19399,0,,0,0,78450
,Invoice,10/5/2021,16561,FINISHER W/19398,JAS,19400,0,,0,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,13240,0,,0,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,17619,0,,0,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,17612,0,,0,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,18631,0,,175,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,18184,0,,100,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,19368,0,,100,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,19370,0,,100,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,19011,0,,100,0,78450
,Invoice,10/5/2021,16561,FIERY,JAS,18928,0,,0,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,19435,0,,175,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,19436,0,,175,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,19476,0,,175,0,78450
,Invoice,10/5/2021,16561,VOID:,JAS,19479,0,,175,0,78450
,Invoice,10/8/2021,16573,"W/SR4100 19400, ECCB FIERY 19399",JAS,19398,0,,700,0,78450
,Invoice,10/8/2021,16573,FINISHER W/19398,JAS,19400,0,,0,0,78450
,Invoice,10/8/2021,16573,FIERY W/19398,JAS,19399,0,,0,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,13240,0,,100,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,17619,0,,100,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,17612,0,,100,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,18631,0,,175,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,18184,0,,100,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,19368,0,,100,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,19370,0,,100,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,19011,0,,100,0,78450
,Invoice,10/8/2021,16573,FIERY (NO CHARGE),JAS,18928,0,,0,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,19405,0,,100,0,78450
,Invoice,10/8/2021,16573,VOID:,JAS,19406,0,,100,0,78450
,Invoice,10/21/2021,16605,VOID:,JAS,19778,0,,700,0,78450
,Invoice,10/21/2021,16605,VOID:,JAS,19796,0,,700,0,78450
,Invoice,10/21/2021,16605,VOID:,JAS,19797,0,,700,0,78450
,Invoice,11/12/2021,16601,"W/SR4100 19400, ECCB FIERY 19399",JAS,19398,1,,700,700,79150
,Invoice,11/12/2021,16601,FINISHER W/19398,JAS,19400,1,,0,0,79150
,Invoice,11/12/2021,16601,FIERY W/19398,JAS,19399,1,,0,0,79150
,Invoice,11/12/2021,16601,10/22/2021,JAS,19011,1,,100,100,79250
,Invoice,11/12/2021,16601,FIERY (NO CHARGE),JAS,18928,1,,0,0,79250
,Invoice,11/12/2021,16601,10/22/2021,JAS,19405,1,,100,100,79350
,Invoice,11/12/2021,16601,10/22/2021,JAS,18631,1,,175,175,79525
,Invoice,11/12/2021,16601,10/22/2021,JAS,19778,1,,700,700,80225
,Invoice,11/12/2021,16601,10/22/2021,JAS,19796,1,,700,700,80925
,Invoice,11/12/2021,16601,10/22/2021,JAS,19797,1,,700,700,81625
,Invoice,11/12/2021,16601,"W/RT4030 20069, SR4100 20070",JAS,20068,1,,700,700,82325
,Invoice,11/12/2021,16601,LCT W/20068,JAS,20069,1,,0,0,82325
,Invoice,11/12/2021,16601,FINISHER W/20068,JAS,20070,1,,0,0,82325
,Invoice,11/12/2021,16601,"HEIDELBERG LINOPRINT   W/RT5100 LCT, E43A FIERY, SR5050 FINISHER",JAS,RICOH,1,,3565,3565,85890
,Invoice,11/12/2021,16601,10/22/2021,JAS,RICOH,1,,200,200,86090
,Invoice,11/12/2021,16601,10/22/2021,JAS,RICOH,1,,100,100,86190
,Invoice,11/12/2021,16601,10/22/2021,JAS,RICOH,1,,100,100,86290
,Invoice,11/12/2021,16601,10/22/2021,JAS,RICOH,1,,0,0,86290
,Invoice,11/12/2021,16601,10/22/2021,JAS,19368,1,,100,100,86390
,Invoice,11/12/2021,16601,10/22/2021,JAS,RICOH,1,,100,100,86490
,Invoice,11/12/2021,16601,10/22/2021,JAS,19370,1,,100,100,86590
,Invoice,11/12/2021,16601,10/22/2021,JAS,16490,1,,0,0,86590
,Invoice,11/12/2021,16601,LCT W/7110,JAS,RICOH,1,,0,0,86590
,Invoice,11/12/2021,16601,FIERY W/7110,JAS,RICOH,1,,0,0,86590
,Invoice,11/12/2021,16601,FINISHER W/7110,JAS,RICOH,1,,0,0,86590
,Invoice,12/21/2021,16701,,JAS,20891,1,,125,125,86715
,Invoice,12/21/2021,16701,,JAS,20892,1,,125,125,86840
,Invoice,12/21/2021,16701,,JAS,21087,1,,400,400,87240
,Invoice,12/21/2021,16701,,JAS,20406,1,,175,175,87415
,Invoice,12/21/2021,16701,,JAS,20905,1,,175,175,87590
,Invoice,12/21/2021,16701,W/RT5080 20998,JAS,20997,1,,2800,2800,90390
,Invoice,12/21/2021,16701,LCT W/20997,JAS,20998,1,,0,0,90390
,Invoice,12/21/2021,16701,,JAS,21004,1,,700,700,91090
,Invoice,12/21/2021,16701,LCT,JAS,16279,1,,500,500,91590
,Invoice,12/21/2021,16701,,JAS,20490,1,,50,50,91640
,Invoice,12/21/2021,16701,,JAS,20500,1,,50,50,91690
,Invoice,12/21/2021,16701,,JAS,20585,1,,50,50,91740
,Invoice,12/21/2021,16701,,JAS,20588,1,,50,50,91790
,Invoice,12/21/2021,16701,,JAS,20591,1,,50,50,91840
,Invoice,12/21/2021,16701,,JAS,20601,1,,50,50,91890
,Invoice,12/21/2021,16701,,JAS,20604,1,,50,50,91940
,Invoice,12/21/2021,16701,,JAS,20613,1,,50,50,91990
,Invoice,12/21/2021,16701,,JAS,20684,1,,50,50,92040
,Invoice,12/21/2021,16701,,JAS,17517,1,,50,50,92090
,Invoice,12/21/2021,16701,,JAS,20602,1,,50,50,92140
,Invoice,12/21/2021,16701,,JAS,20973,1,,400,400,92540
,Invoice,12/21/2021,16701,,JAS,20185,1,,125,125,92665
,Invoice,12/21/2021,16701,,JAS,21375,1,,50,50,92715
,Invoice,12/21/2021,16701,,JAS,21376,1,,50,50,92765
,Invoice,12/21/2021,16701,,JAS,21377,1,,50,50,92815
,Invoice,12/21/2021,16701,,JAS,21378,1,,50,50,92865
,Invoice,12/21/2021,16701,,JAS,21379,1,,50,50,92915
,Invoice,12/21/2021,16701,,JAS,21380,1,,50,50,92965
,Invoice,12/21/2021,16701,,JAS,21381,1,,50,50,93015
,Invoice,12/21/2021,16701,,JAS,21382,1,,50,50,93065
,Invoice,12/21/2021,16701,,JAS,21383,1,,50,50,93115
,Invoice,12/21/2021,16701,,JAS,21384,1,,50,50,93165
,Invoice,12/21/2021,16701,,JAS,21386,1,,50,50,93215
,Invoice,12/21/2021,16701,,JAS,21410,1,,50,50,93265
,Invoice,12/21/2021,16701,,JAS,21415,1,,50,50,93315
,Invoice,12/21/2021,16701,,JAS,21416,1,,50,50,93365
,Invoice,12/21/2021,16701,,JAS,20135,1,,900,900,94265
,Invoice,12/21/2021,16701,,JAS,21810,1,,125,125,94390
,Invoice,12/21/2021,16701,,JAS,21821,1,,125,125,94515
,Invoice,12/21/2021,16701,FINISHER W/20997,JAS,RICOH,1,,0,0,94515
,Credit Memo,12/30/2021,16725,Credit Peru container (applied to #16520),JAS,CREDIT,-1,,7200,-7200,87315
,Credit Memo,12/30/2021,16726,Credit (payment for deck) applied to #16520,JAS,CREDIT,-1,,1400,-1400,85915
,Credit Memo,12/30/2021,16727,Credit for Peru container machines (#16496),JAS,CREDIT,-1,,34250,-34250,51665
,Invoice,2/10/2022,16802,VOID:,JAS,20609,0,,800,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,S23096,0,,400,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,23099,0,,650,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,22847,0,,650,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,RICOH,0,,650,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,S23427,0,,650,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,S23120,0,,600,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,S23123,0,,600,0,51665
,Invoice,2/23/2022,16833,VOID:,JAS,S23121,0,,600,0,51665
,Invoice,2/23/2022,16833,2 TRAYS/EXT FIN,JAS,S23005 (2 TRAYS/EXT FIN),0,,650,0,51665
,Credit Memo,9/14/2022,17124,Credit freight damage (#16701),JAS,CREDIT,-1,,200,-200,51465
Total JAS,,,,,,,251,,,51465,51465
"Jays Business Systems, Inc.",,,,,,,,,,,
,Invoice,8/3/2021,16467,3 trays Int. Fin.,"Jays Business Systems, Inc.",16611,1,,750,750,750
,Invoice,2/14/2022,16817,4 TRAYS/INT FIN,"Jays Business Systems, Inc.",21173,1,,850,850,1600
,Invoice,6/6/2022,16981,4 TRAYS/INT FIN/FAX,"Jays Business Systems, Inc.",23028 (4 TRAYS/INT FIN),1,,900,900,2500
,Invoice,3/14/2023,17352,ANNEX,"Jays Business Systems, Inc.",27524 (ANNEX),1,,250,250,2750
,Invoice,5/4/2023,17418,4 TRAYS/EXT FIN,"Jays Business Systems, Inc.",32693 (4 TRAYS/EXT FIN),1,,750,750,3500
,Invoice,9/19/2023,17632,,"Jays Business Systems, Inc.",SHARP,1,,650,650,4150
,Invoice,11/27/2023,17706,2 CASS  JAN 2018,"Jays Business Systems, Inc.",38186 (2 CASS  JAN 2018),1,,650,650,4800
,Invoice,2/21/2024,17787,4 TRAYS,"Jays Business Systems, Inc.",40015 (4 TRAYS),1,,350,350,5150
,Invoice,2/21/2024,17787,4 TRAYS,"Jays Business Systems, Inc.",40026 (4 TRAYS),1,,350,350,5500
,Invoice,5/16/2024,17869,4 TRAYS  FEB 2019,"Jays Business Systems, Inc.",40584 (4 TRAYS  FEB 2019),1,,225,225,5725
"Total Jays Business Systems, Inc.",,,,,,,10,,,5725,5725
JC Wholesale,,,,,,,,,,,
,Invoice,9/18/2020,15911, --CHINA WITH TAG 7209 FS611,JC Wholesale,7208,1,,0,0,0
,Invoice,9/18/2020,15911, --CHINA WITH TAG 7722 FS611,JC Wholesale,7721,1,,0,0,0
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,3427,1,,50,50,50
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,3694,1,,50,50,100
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,4605,1,,50,50,150
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11676,1,,50,50,200
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11813,1,,25,25,225
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11816,1,,25,25,250
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11818,1,,25,25,275
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11810,1,,25,25,300
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11812,1,,25,25,325
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11815,1,,25,25,350
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11817,1,,25,25,375
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11819,1,,25,25,400
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11814,1,,25,25,425
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11931,1,,1100,1100,1525
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11932,1,,1100,1100,2625
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11933,1,,1100,1100,3725
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11809,1,,25,25,3750
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,11811,1,,25,25,3775
,Invoice,3/9/2021,16169,2 CASS/DF,JC Wholesale,11957,1,,25,25,3800
,Invoice,3/9/2021,16169,2 CASS/DF,JC Wholesale,11958,1,,25,25,3825
,Invoice,3/9/2021,16169,2 CASS/DF,JC Wholesale,11960,1,,25,25,3850
,Invoice,3/9/2021,16169,NO HD,JC Wholesale,10828,1,,150,150,4000
,Invoice,3/9/2021,16169,NO HD,JC Wholesale,10877,1,,150,150,4150
,Invoice,3/9/2021,16169,NO HD,JC Wholesale,10882,1,,150,150,4300
,Invoice,3/9/2021,16169,1/11/2021,JC Wholesale,12981,1,,150,150,4450
,Invoice,3/23/2021,16274,"W/ FS528 13019, LU408 13020",JC Wholesale,13018,1,,850,850,5300
,Invoice,3/23/2021,16274,FINISHER W/13018,JC Wholesale,13019,1,,0,0,5300
,Invoice,3/23/2021,16274,LCT W/13018,JC Wholesale,13020,1,,0,0,5300
,Invoice,7/27/2021,16453,VOID:,JC Wholesale,KONICA MINOLTA,0,,1100,0,5300
,Invoice,11/23/2021,16660,W/LU407 20422,JC Wholesale,20421,1,,700,700,6000
,Invoice,11/23/2021,16660,LCT W/20421,JC Wholesale,20422,1,,0,0,6000
,Invoice,11/23/2021,16660,W/FINISHER,JC Wholesale,KONICA MINOLTA,1,,700,700,6700
,Invoice,11/23/2021,16660,FINISHER W/BH950,JC Wholesale,KONICA MINOLTA,1,,0,0,6700
,Invoice,11/29/2021,16560,,JC Wholesale,18960,1,,500,500,7200
,Invoice,12/20/2021,16704,,JC Wholesale,20419,1,,800,800,8000
,Invoice,1/14/2022,16753,"W/FS532 21484, LU411 21485",JC Wholesale,21483,0,,800,0,8000
,Invoice,1/14/2022,16753,W/21483,JC Wholesale,21484,0,,0,0,8000
,Invoice,1/14/2022,16753,W/21483,JC Wholesale,21485,0,,0,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24688,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24690,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24692,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24694,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24695,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24202,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24203,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24204,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24205,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24689,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24780,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24783,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24784,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24785,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24786,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24967,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24968,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,24969,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,25161,0,,100,0,8000
,Invoice,6/20/2022,16978,VOID: 6/2/2022,JC Wholesale,KONICA MINOLTA,0,,100,0,8000
,Invoice,7/12/2022,17024,,JC Wholesale,24688,1,,125,125,8125
,Invoice,7/12/2022,17024,,JC Wholesale,24690,1,,125,125,8250
,Invoice,7/12/2022,17024,,JC Wholesale,24692,1,,125,125,8375
,Invoice,7/12/2022,17024,,JC Wholesale,24694,1,,125,125,8500
,Invoice,7/12/2022,17024,,JC Wholesale,24695,1,,125,125,8625
,Invoice,7/12/2022,17024,,JC Wholesale,25161,1,,125,125,8750
,Invoice,7/12/2022,17024,,JC Wholesale,25604,1,,125,125,8875
,Invoice,7/12/2022,17024,,JC Wholesale,25608,1,,125,125,9000
,Invoice,7/12/2022,17024,,JC Wholesale,24202,1,,125,125,9125
,Invoice,7/12/2022,17024,,JC Wholesale,24204,1,,125,125,9250
,Invoice,7/12/2022,17024,,JC Wholesale,24689,1,,125,125,9375
,Invoice,7/12/2022,17024,SMASHED DISPLAY,JC Wholesale,24696 (SMASHED DISPLAY),1,,125,125,9500
,Invoice,7/12/2022,17024,,JC Wholesale,24780,1,,125,125,9625
,Invoice,7/12/2022,17024,,JC Wholesale,24783,1,,125,125,9750
,Invoice,7/12/2022,17024,,JC Wholesale,24784,1,,125,125,9875
,Invoice,7/12/2022,17024,,JC Wholesale,24785,1,,125,125,10000
,Invoice,7/12/2022,17024,,JC Wholesale,24786,1,,125,125,10125
,Invoice,7/12/2022,17024,,JC Wholesale,24967,1,,125,125,10250
,Invoice,7/12/2022,17024,,JC Wholesale,24969,1,,125,125,10375
,Invoice,7/12/2022,17024,,JC Wholesale,24968,1,,125,125,10500
,Invoice,7/12/2022,17024,,JC Wholesale,KONICA MINOLTA,1,,125,125,10625
,Credit Memo,11/7/2022,17194,Credit JC Wholesale invoice #11012022 against open balances on #16704 & 17024,JC Wholesale,CREDIT,-1,,2725,-2725,7900
,Invoice,8/8/2023,17573,3 CASS,JC Wholesale,36394 (3 CASS),1,,1250,1250,9150
,Invoice,8/8/2023,17573,1 LCT/2 CASS,JC Wholesale,36340 (1 LCT/2 CASS),1,,1250,1250,10400
,Invoice,8/8/2023,17573,,JC Wholesale,36305,1,,1250,1250,11650
,Invoice,8/8/2023,17573,1 LCT/2 CASS,JC Wholesale,36339 (1 LCT/2 CASS),1,,1250,1250,12900
,Invoice,8/8/2023,17573,3 CASS,JC Wholesale,36396 (3 CASS),1,,1250,1250,14150
,Invoice,8/31/2023,17548,7/26/2023,JC Wholesale,35788,1,,1250,1250,15400
,Invoice,8/31/2023,17548,7/26/2023,JC Wholesale,35787,1,,1250,1250,16650
